,회사명,거래소코드,회계년도,상장일,상장폐지일,소속코드,산업명,[제조]총자본증가율(IFRS연결),[제조]유형자산증가율(IFRS연결),[제조]비유동자산증가율(IFRS연결),[제조]유동자산증가율(IFRS연결),[제조]재고자산증가율(IFRS연결),[제조]자기자본증가율(IFRS연결),[제조]매출액증가율(IFRS연결),[제조]순이익증가율(IFRS연결),[제조]매출액총이익률(IFRS연결),[제조]매출액순이익률(IFRS연결),[제조]자기자본순이익률(IFRS연결),[제조]총자본사업이익률(IFRS연결),[제조]총자본순이익률(IFRS연결),[제조]1주당매출액(IFRS연결),[제조]1주당순이익(IFRS연결),[제조]유동비율(IFRS연결),[제조]당좌비율(IFRS연결),[제조]현금비율(IFRS연결),[제조]순운전자본비율(IFRS연결),[제조]부채비율(IFRS연결),[제조]이자보상배율(이자비용)(IFRS연결),[제조]비유동비율(IFRS연결),[제조]유동자산구성비율(IFRS연결),[제조]자기자본구성비율(IFRS연결),[제조]자기자본배율(IFRS연결),[제조]총자본회전률(IFRS연결),[제조]자기자본회전률(IFRS연결),[제조]비유동자산회전률(IFRS연결),[제조]재고자산회전률(IFRS연결),[제조]매출채권회전률(IFRS연결),[제조]매입채무회전률(IFRS연결),[제조]매입채무회전기간(IFRS연결),[제조]재고자산회전기간(IFRS연결),[제조]매출채권회전기간(IFRS연결),[제조]1회전기간(IFRS연결),[제조]운전자본회전률(IFRS연결),[제조]순운전자본회전률(IFRS연결),[제조]유형자산회전율(IFRS연결),[제조]유동자산회전률(IFRS연결),[제조]당좌자산회전률(IFRS연결),[제조]부가가치(IFRS연결),[제조]총자본투자효율(IFRS연결),[제조]설비투자효율(IFRS연결),[제조]기계투자효율(IFRS연결),[제조]부가가치율(IFRS연결),[제조]노동소득분배율(IFRS연결),[제조]자본분배율(IFRS연결),[제조]이윤분배율(IFRS연결)
1010,(주)동서,26960,2012/12,1996/05/22,2016/07/15,4,  도매 및 상품 중개업,7.94,-2.78,-13.45,48.69,-19.33,9.86,3.73,25.82,18.22,27.29,14.1,6.7,12.68,7767.94,2084.0,893.49,844.61,218.92,42.1,11.11,63452.26,58.44,47.4,90.0,3073.34,0.46,0.52,0.79,15.41,9.85,12.1,30.18,23.68,37.06,0.03,0.08,0.98,5.8,1.13,1.22,182101.51,17.73,235.21,1408.78,39.61,18.03,81.97,68.89
1011,(주)동서,26960,2013/12,1996/05/22,2016/07/15,4,  도매 및 상품 중개업,8.36,2.49,6.17,10.79,-0.46,8.59,2.32,1.02,18.57,26.89,13.04,6.02,11.82,4717.86,1246.0,964.78,917.36,174.81,43.44,10.86,999999999.0,57.13,48.47,90.2,1980.77,0.44,0.49,0.84,17.7,9.94,14.27,25.59,20.62,36.7,0.03,0.07,0.83,5.95,0.92,0.97,191093.43,17.17,239.2,1266.91,40.63,19.74,80.26,66.19
1012,(주)동서,26960,2014/12,1996/05/22,2016/07/15,4,  도매 및 상품 중개업,5.66,-4.03,3.51,7.94,0.83,6.94,6.86,3.1,18.48,26.06,12.48,5.88,11.45,5041.68,1284.0,1384.59,1321.02,126.16,45.94,9.45,999999999.0,55.26,49.51,91.37,2118.19,0.44,0.48,0.86,18.88,10.3,19.48,18.74,19.33,35.45,0.03,0.1,0.82,6.41,0.9,0.94,198261.31,16.86,262.64,1455.45,39.44,21.03,78.97,66.08
1013,(주)동서,26960,2015/12,1996/05/22,2016/07/15,4,  도매 및 상품 중개업,6.86,5.35,6.16,7.57,13.12,6.07,1.34,-4.65,17.47,24.53,11.18,4.92,10.28,5109.27,1225.0,1220.25,1161.33,70.76,45.76,10.2,57058.87,55.28,49.84,90.74,2246.78,0.42,0.46,0.83,17.89,9.99,21.4,17.05,20.41,36.52,0.03,0.15,0.78,6.46,0.84,0.88,193098.29,15.37,244.79,1123.07,37.91,21.69,78.31,64.72
1014,(주)동성하이켐,13450,2011/12,1999/06/11,2015/07/20,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,(주)동성하이켐,13450,2012/12,1999/06/11,2015/07/20,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,(주)동성하이켐,13450,2013/12,1999/06/11,2015/07/20,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,(주)동성하이켐,13450,2014/12,1999/06/11,2015/07/20,4,  화학물질 및 화학제품 제조업; 의약품 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,(주)드림티엔터테인먼트,220110,2014/12,2015/06/24,2020/04/10,4,"  기타 전문, 과학 및 기술 서비스업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,(주)드림티엔터테인먼트,220110,2015/12,2015/06/24,2020/04/10,4,"  기타 전문, 과학 및 기술 서비스업",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.3,5.07,31.9,5.52,3.26,2884.28,139.0,71.59,71.59,18.95,-18.46,824.53,3.97,494.28,46.54,10.82,206.57,0.64,5.94,1.2,0.0,8.76,0.0,0.0,0.0,41.69,0.02,0.11,0.58,8.99,1.38,1.38,3284.7,13.08,182.75,960.43,20.34,46.41,53.59,24.94
1157,(주)드림티엔터테인먼트,220110,2016/12,2015/06/24,2020/04/10,4,"  기타 전문, 과학 및 기술 서비스업",-47.32,-72.41,-61.42,-31.13,0.0,168.79,12.98,0.0,18.8,-2.99,-19.55,5.9,-2.85,2528.24,-129.0,117.96,117.96,68.62,9.26,106.51,3.74,80.87,60.84,48.42,424.72,0.95,4.0,1.96,0.0,14.33,0.0,0.0,0.0,25.47,0.04,0.07,0.85,15.91,1.85,1.85,2827.16,21.36,570.08,1044.32,15.49,78.82,21.18,-19.3
1158,(주)드림티엔터테인먼트,220110,2017/12,2015/06/24,2020/04/10,4,"  기타 전문, 과학 및 기술 서비스업",73.49,10.48,-14.62,130.21,0.0,2.01,52.1,0.0,16.91,3.85,9.56,9.23,5.91,3839.31,82.0,113.84,113.84,70.93,9.81,243.82,203.01,66.26,80.73,29.09,433.26,1.53,4.24,5.78,0.0,15.96,0.0,0.0,0.0,22.88,0.04,0.06,1.12,53.18,2.09,2.09,4877.1,21.24,890.15,2408.89,17.57,51.72,48.28,21.93
1159,(주)드림티엔터테인먼트,220110,2018/12,2015/06/24,2020/04/10,4,"  기타 전문, 과학 및 기술 서비스업",-85.3,-36.78,-64.03,-90.38,0.0,-92.12,-42.33,-1178.26,19.02,-39.94,-189.23,6.79,-48.56,2214.3,-832.0,69.71,69.71,8.84,-22.96,583.77,26.99,322.5,52.83,14.62,31.18,1.22,4.46,5.32,0.0,9.8,0.0,0.0,0.0,37.25,0.03,0.1,0.82,35.8,1.58,1.58,-3248.63,-96.26,-937.92,-2428.32,-20.29,0.0,0.0,0.0
1160,(주)드림티엔터테인먼트,220110,2019/12,2015/06/24,2020/04/10,4,"  기타 전문, 과학 및 기술 서비스업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,(주)디아이디,74130,2011/12,2005/07/27,2015/07/23,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",44.82,72.19,73.27,25.51,67.88,-23.87,33.63,0.0,-1.0,-2.43,-36.02,-6.92,-6.54,39751.27,-938.0,75.21,53.31,7.26,-17.01,484.75,-6.2,282.89,51.62,17.1,446.27,2.69,11.9,5.96,18.94,11.84,7.65,47.71,19.27,30.82,0.42,0.04,2.22,6.09,4.9,6.61,19197.33,5.83,12.52,30.44,2.56,102.04,-2.04,-94.92
1198,(주)디아이디,74130,2012/12,2005/07/27,2015/07/23,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",7.21,-1.84,-1.19,15.08,9.3,28.27,6.39,0.0,4.44,1.74,26.82,5.93,4.07,42289.49,689.0,82.26,59.51,9.84,-11.95,324.92,3.9,189.46,55.41,23.53,572.42,2.33,11.42,5.03,15.36,9.18,5.13,71.17,23.76,39.76,0.0,0.05,1.92,5.17,4.35,6.08,70054.86,19.83,47.45,132.68,8.8,50.65,49.35,19.82
1199,(주)디아이디,74130,2013/12,2005/07/27,2015/07/23,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-29.21,-75.02,-69.58,3.28,-87.32,-76.24,-13.02,0.0,-2.94,-6.72,-119.38,-12.76,-15.42,36781.62,-2156.0,101.09,97.66,1.21,0.88,606.65,-11.51,135.39,80.84,14.15,136.0,2.3,11.69,6.74,22.71,11.86,7.19,50.77,16.07,30.77,0.0,0.04,1.66,7.27,3.48,4.11,38810.42,15.52,115.04,3758.27,5.6,163.64,-63.64,-119.85
1200,(주)디아이디,74130,2014/12,2005/07/27,2015/07/23,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-54.38,5.55,27.26,-73.73,-80.23,-28.83,-73.35,0.0,-3.07,-6.02,-95.83,-9.11,-6.11,9802.94,-569.0,60.71,59.15,38.02,-30.13,1151.84,-4.58,669.06,46.55,7.99,96.78,1.01,8.3,3.39,44.92,12.58,11.28,32.37,8.13,29.01,0.21,0.02,0.68,4.71,1.45,1.49,43745.62,38.35,109.18,3807.18,23.7,83.72,16.28,-25.42
1232,(주)디에스,51710,2011/12,2004/06/18,2013/05/01,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-20.26,-20.43,-0.48,-38.36,-10.9,-52.34,-41.54,0.0,-1.83,-4.95,-131.56,-7.74,-11.06,43213.4,-2810.0,51.99,31.11,11.27,-37.28,958.66,-3.26,631.27,40.37,9.45,209.28,2.24,21.89,4.22,14.65,14.13,6.11,59.77,24.92,25.82,0.0,0.04,1.79,5.31,4.76,7.05,18682.99,5.27,12.61,37.45,2.09,187.8,-87.8,-236.47
1233,(주)디에스,51710,2012/12,2004/06/18,2013/05/01,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,(주)디에이치패션,45260,2011/12,2001/11/08,2012/08/01,4,  도매 및 상품 중개업,-12.15,-6.67,-19.47,21.49,-87.32,24.46,-20.44,0.0,15.14,-183.56,-28.38,-10.89,-22.75,81.14,-182.0,2170.05,2118.72,704.07,23.58,5.2,-6.6,79.2,24.72,95.06,116.41,0.12,0.15,0.16,5.1,3.44,30.65,11.91,71.54,106.19,0.01,0.0,0.32,0.32,0.59,0.66,-3920.05,-13.0,-32.42,-339.92,-98.06,0.0,0.0,0.0
1360,(주)디지텍시스템스,91690,2011/12,2007/07/04,2015/01/21,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",23.68,10.49,5.73,38.85,46.77,5.84,1.36,-74.16,9.93,3.57,4.31,5.01,2.99,10110.52,355.0,290.63,174.18,19.31,39.92,59.77,8.22,62.53,60.86,62.59,1654.7,0.84,1.25,1.99,3.7,8.21,7.39,49.39,98.68,44.47,0.01,0.22,1.03,2.41,1.45,2.38,24505.42,13.41,45.53,113.33,17.69,47.13,52.87,20.19
1361,(주)디지텍시스템스,91690,2012/12,2007/07/04,2015/01/21,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,(주)디지텍시스템스,91690,2013/12,2007/07/04,2015/01/21,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,(주)디피앤케이,189700,2012/12,2014/06/10,2017/08/31,4,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,(주)디피앤케이,189700,2013/12,2014/06/10,2017/08/31,4,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401,(주)디피앤케이,189700,2014/12,2014/06/10,2017/08/31,4,"  의복, 의복 액세서리 및 모피제품 제조업",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.04,10.81,26.91,18.27,13.54,2630.28,241.0,209.37,115.79,0.71,36.61,98.78,16.42,59.46,70.09,50.31,211.24,1.25,2.49,4.19,4.0,4.07,27.17,13.43,91.27,89.65,0.01,0.0,1.21,6.41,1.79,3.23,2640.01,26.53,135.85,5781.9,21.18,27.11,72.89,51.03
1402,(주)디피앤케이,189700,2015/12,2014/06/10,2017/08/31,4,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,(주)디피앤케이,189700,2016/12,2014/06/10,2017/08/31,4,"  의복, 의복 액세서리 및 모피제품 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,(주)렉스엘이앤지,4790,2011/12,1995/12/23,2014/03/04,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",27.65,1.15,8.35,41.13,20.88,54.9,-11.38,0.0,19.65,0.65,1.23,1.99,0.29,2061.54,3.0,87.58,52.04,6.69,-9.23,293.15,1.14,137.26,65.09,25.44,263.29,0.45,1.9,1.19,1.65,1.77,0.95,383.06,221.1,205.92,0.02,0.4,0.32,1.43,0.72,1.27,4256.26,6.62,24.66,105.3,16.63,52.83,47.17,3.89
1550,(주)렉스엘이앤지,4790,2012/12,1995/12/23,2014/03/04,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-73.42,-83.29,-79.37,-70.23,-78.84,-99.06,-68.29,0.0,-18.92,-233.09,-229.36,-39.2,-46.52,622.26,-1463.0,74.27,52.85,3.14,-25.26,10991.51,-14.7,3005.63,72.9,0.9,2.19,0.2,0.98,0.6,0.79,0.77,0.51,715.95,462.27,473.95,0.0,0.95,0.14,0.77,0.3,0.48,-13003.27,-76.13,-609.05,-684.25,-160.19,0.0,0.0,0.0
1551,(주)렉스엘이앤지,4790,2013/12,1995/12/23,2014/03/04,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-57.02,-38.91,-36.11,-64.79,-85.89,-1068.12,-63.4,0.0,-44.28,-152.41,0.0,-47.85,-37.08,357.58,-2166.0,57.83,51.15,3.08,-43.55,0.0,-11.93,0.0,59.72,0.0,-115.71,0.24,0.0,0.78,1.45,1.24,2.58,141.65,251.68,294.88,0.0,8.99,0.14,1.23,0.35,0.47,-2364.9,-32.21,-137.23,-145.19,-79.6,0.0,0.0,0.0
1609,(주)룩손에너지홀딩스,33550,2011/12,1998/01/13,2013/05/07,4,  도매 및 상품 중개업,-12.98,-30.8,-15.57,-11.02,-17.68,15.88,80.42,0.0,9.41,1.09,5.97,4.78,1.38,4616.68,50.0,81.84,59.3,2.69,-12.9,275.59,0.82,157.28,58.13,26.63,181.12,1.26,5.47,2.97,7.66,5.17,9.48,38.5,47.67,70.55,0.01,0.3,0.96,6.56,2.2,3.09,7573.04,15.47,93.28,151.47,11.4,39.15,60.85,9.57
1610,(주)룩손에너지홀딩스,33550,2012/12,1998/01/13,2013/05/07,4,  도매 및 상품 중개업,-33.83,-14.87,-11.89,-49.64,-41.23,-64.6,-39.07,0.0,4.6,-24.61,-112.9,-11.13,-24.49,2390.1,-607.0,53.77,36.49,1.77,-38.04,601.99,-1.31,391.42,44.24,14.25,53.32,1.0,4.59,2.1,6.51,3.77,7.8,46.79,56.08,96.72,0.01,0.4,0.78,5.28,1.89,2.67,-3779.78,-11.67,-60.03,-104.64,-9.33,0.0,0.0,0.0
1697,(주)마이스코,88700,2011/12,2008/01/25,2013/05/04,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,(주)마이스코,88700,2012/12,2008/01/25,2013/05/04,4,  금속가공제품 제조업; 기계 및 가구 제외,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,(주)맥스로텍,141070,2011/12,2012/11/16,2021/09/16,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,(주)맥스로텍,141070,2012/12,2012/11/16,2021/09/16,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,(주)맥스로텍,141070,2013/12,2012/11/16,2021/09/16,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,(주)맥스로텍,141070,2014/12,2012/11/16,2021/09/16,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,(주)맥스로텍,141070,2015/12,2012/11/16,2021/09/16,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,(주)맥스로텍,141070,2016/12,2012/11/16,2021/09/16,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,(주)맥스로텍,141070,2017/12,2012/11/16,2021/09/16,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,(주)맥스로텍,141070,2018/12,2012/11/16,2021/09/16,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,(주)맥스로텍,141070,2019/12,2012/11/16,2021/09/16,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,(주)맥스로텍,141070,2020/12,2012/11/16,2021/09/16,4,  기타 기계 및 장비 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,(주)모다,149940,2011/12,2012/09/25,2020/07/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,(주)모다,149940,2012/12,2012/09/25,2020/07/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,(주)모다,149940,2013/12,2012/09/25,2020/07/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,(주)모다,149940,2014/12,2012/09/25,2020/07/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,(주)모다,149940,2015/12,2012/09/25,2020/07/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,(주)모다,149940,2016/12,2012/09/25,2020/07/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.97,2.88,-1.23,2.4,1.21,7521.75,-31.0,72.28,66.49,10.27,-15.79,224.22,1.41,190.76,41.16,30.84,460.13,0.42,1.36,0.72,12.76,5.38,6.4,56.99,28.61,67.88,0.03,0.09,0.43,7.61,1.02,1.11,25472.5,11.41,206.32,1038.88,27.11,56.53,43.47,10.61
1889,(주)모다,149940,2017/12,2012/09/25,2020/07/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",72.49,6.0,39.28,119.96,9.83,-72.31,26.16,0.0,68.51,-36.6,-209.67,-0.57,-14.27,6258.31,-2556.0,73.21,70.28,12.58,-19.21,265.42,-0.25,173.61,52.49,27.37,83.37,0.39,1.36,0.75,15.34,7.58,8.64,42.23,23.79,48.13,0.03,0.07,0.34,9.32,0.81,0.85,12618.19,3.28,96.79,423.39,10.65,208.76,-108.76,-343.83
1890,(주)모다,149940,2018/12,2012/09/25,2020/07/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-40.27,-8.99,-29.36,-50.14,-28.91,37.17,-7.46,0.0,70.81,-5.31,-105.84,-1.97,-1.89,5183.22,-482.0,61.35,57.85,8.99,-27.6,277.52,-0.35,212.11,43.82,26.49,103.15,0.36,1.32,0.7,15.85,11.25,11.5,31.74,23.03,32.45,0.04,0.06,0.3,8.78,0.72,0.76,52660.94,22.9,442.17,0.0,48.01,46.89,53.11,-11.05
1891,(주)모다,149940,2019/12,2012/09/25,2020/07/10,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",-34.79,-19.06,-46.27,-20.06,-89.12,-1.77,-34.89,0.0,88.58,-28.28,-159.31,-1.67,-10.63,3374.86,-814.0,70.07,69.53,21.21,-22.94,434.64,-0.62,247.48,53.71,18.7,101.32,0.38,1.61,0.72,22.4,13.81,20.66,17.67,16.29,26.44,0.04,0.06,0.31,6.63,0.79,0.82,15769.01,10.51,163.58,0.0,22.08,129.11,-29.11,-128.07
1912,(주)모린스,110310,2011/12,2009/09/25,2014/04/11,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,(주)모린스,110310,2012/12,2009/09/25,2014/04/11,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,(주)모린스,110310,2013/12,2009/09/25,2014/04/11,4,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-37.22,-74.76,0.0,-33.88,-43.92,2762.26,0.0,6.25,6.25,1.05,-98.8,0.0,999999999.0,0.0,6.58,0.0,-72.22,0.59,0.0,0.63,0.0,87.07,2.85,127.87,0.0,4.19,0.0,0.01,0.52,0.64,8.93,8.93,-29162.39,-43.92,-48.14,0.0,-74.76,0.0,0.0,0.0
1971,(주)미래SCI,28040,2011/12,1996/07/27,2021/04/13,4,  도매 및 상품 중개업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,-20.5,-26.11,-6.95,-10.18,3717.85,-835.0,42.58,18.58,1.61,-31.44,156.43,-2.31,196.65,23.31,39.0,583.78,0.5,1.27,0.65,3.78,6.02,15.93,22.92,96.55,60.66,0.01,0.0,0.64,0.67,2.13,4.88,4018.59,6.78,10.86,47.08,13.65,167.3,-67.3,-150.16
1972,(주)미래SCI,28040,2012/12,1996/07/27,2021/04/13,4,  도매 및 상품 중개업,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.79,-75.15,-226.43,-14.84,-34.49,2658.29,-2015.0,22.92,7.22,0.13,-50.26,556.59,-3.69,558.43,14.95,15.23,176.46,0.46,3.01,0.54,4.48,12.92,23.73,15.38,81.48,28.26,0.01,0.0,0.57,0.56,3.07,9.75,-6811.63,-14.85,-18.13,-93.3,-32.37,0.0,0.0,0.0
1973,(주)미래SCI,28040,2013/12,1996/07/27,2021/04/13,4,  도매 및 상품 중개업,-1.02,-0.88,0.15,-7.69,-6.39,112.73,-46.48,0.0,-23.34,-48.58,-50.1,-11.81,-11.99,1143.09,-618.0,25.64,7.82,0.12,-40.43,205.49,-3.28,262.9,13.94,32.73,174.79,0.25,1.03,0.29,2.48,7.59,14.76,24.73,147.38,48.09,0.01,0.0,0.33,0.3,1.71,5.51,1030.36,2.27,2.77,16.37,9.15,364.46,-264.46,-531.05
1974,(주)미래SCI,28040,2014/12,1996/07/27,2021/04/13,4,  도매 및 상품 중개업,-12.76,-13.65,-12.39,-15.08,-15.09,-24.36,-31.7,0.0,-30.49,-141.56,-83.46,-11.65,-25.63,341.27,-515.0,22.68,6.92,0.35,-46.26,252.35,-3.12,304.52,13.57,28.38,60.1,0.18,0.59,0.21,1.89,6.54,15.78,23.13,192.92,55.85,0.0,0.0,0.26,0.22,1.31,4.31,-5589.47,-14.12,-17.48,-116.26,-72.66,0.0,0.0,0.0
1975,(주)미래SCI,28040,2015/12,1996/07/27,2021/04/13,4,  도매 및 상품 중개업,10.73,-14.58,-14.7,172.65,-24.53,6.51,88.69,0.0,14.47,-29.61,-37.04,1.24,-10.3,401.84,-341.0,49.99,40.38,0.0,-33.44,266.3,0.37,243.88,33.42,27.3,152.57,0.35,1.25,0.46,4.43,2.37,4.89,74.62,82.38,154.16,0.01,0.52,0.4,0.49,1.45,2.15,1764.74,4.02,6.43,50.49,12.16,107.32,-7.32,-243.58
1976,(주)미래SCI,28040,2016/12,1996/07/27,2021/04/13,4,  도매 및 상품 중개업,3.59,-90.4,-73.43,157.04,-87.64,36.88,13.73,0.0,27.03,-44.17,-51.43,4.72,-16.34,980.01,-430.0,137.59,136.32,0.09,22.66,177.23,1.86,47.33,82.93,36.07,177.92,0.37,1.16,0.89,10.43,1.56,3.52,103.56,35.0,233.39,0.01,0.12,0.3,1.1,0.63,0.67,1549.92,3.41,58.81,42922.1,9.39,63.65,36.35,-470.45
1977,(주)미래SCI,28040,2017/12,1996/07/27,2021/04/13,4,  도매 및 상품 중개업,15.27,6.59,68.36,4.34,778.82,11.73,15.75,0.0,2.25,-34.88,-38.43,-8.18,-13.63,1037.54,-354.0,116.57,107.49,0.88,10.67,186.03,-2.2,71.33,75.06,34.96,176.27,0.39,1.1,1.84,11.21,2.2,3.63,100.48,32.57,165.86,0.01,0.1,0.28,7.02,0.5,0.52,-3147.67,-6.01,-112.05,-87168.88,-16.47,0.0,0.0,0.0
1978,(주)미래SCI,28040,2018/12,1996/07/27,2021/04/13,4,  도매 및 상품 중개업,26.36,7.69,3.4,33.99,-31.65,28.0,201.4,0.0,2.33,-37.06,-102.28,-7.1,-36.02,1986.18,-791.0,131.56,126.33,0.97,19.09,182.36,-1.59,57.62,79.59,35.42,152.09,0.97,2.76,4.34,22.34,6.16,12.53,29.13,16.33,59.23,0.02,0.06,0.7,19.74,1.25,1.33,-16422.6,-24.82,-551.53,-1364003.26,-28.51,0.0,0.0,0.0
1979,(주)미래SCI,28040,2019/12,1996/07/27,2021/04/13,4,  도매 및 상품 중개업,-17.77,-4.75,41.26,-32.9,-49.28,-27.8,-74.31,0.0,5.98,-139.33,-102.2,-9.52,-34.2,424.42,-582.0,100.57,97.55,0.97,0.37,221.59,-1.83,112.73,64.95,31.1,75.22,0.25,0.73,0.91,9.38,2.59,12.11,30.14,38.9,141.14,0.01,0.0,0.18,5.01,0.34,0.35,-15288.76,-28.1,-539.47,-1906329.02,-103.32,0.0,0.0,0.0
1986,(주)미래자원엠엘,233190,2011/12,2015/12/24,2017/12/28,4,  식료품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,(주)미래자원엠엘,233190,2012/12,2015/12/24,2017/12/28,4,  식료품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,(주)미래자원엠엘,233190,2013/12,2015/12/24,2017/12/28,4,  식료품 제조업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
